Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
952,Zigzagoon,Galar,263,♂,205,65,12,15,10,82.2,15.0,15.0,Tackle,Dig,,"2026-07-30 08:27","2026-07-30 08:27",12/25/2024,21.04kg,0.45m,0,0,0,1900,55.56%,1821,94.97%,158400,175,Linoone,Galar,0,50.57%,2025,95.85%,199400,327,Obstagoon,,0,88.96%,453,94.28%,322400,268,Zigzagoon,Galar,0,
953,Zigzagoon,Galar,263,♂,207,67,13,12,14,86.7,15.0,15.0,Take Down,Body Slam,,"2026-07-30 08:27","2026-07-30 08:27",12/25/2024,25.43kg,0.48m,0,0,0,1900,59.51%,1659,95.25%,21400,145,Obstagoon,,0,39.07%,2496,95.36%,190400,315,Obstagoon,,0,88.35%,478,94.18%,299400,268,Zigzagoon,Galar,0,
954,Spritzee,,682,♂,527,102,14,14,13,91.1,15.0,15.0,Charm,Draining Kiss,,"2026-07-30 08:26","2026-07-30 08:26",12/25/2024,0.71kg,0.23m,0,0,0,1900,48.79%,2098,94.85%,35400,83,Aromatisse,,0,88.28%,481,97.07%,384400,318,Aromatisse,,0,,,,,,,,,
955,Jangmo-o,,782,♀,403,73,13,13,14,88.9,15.0,15.0,Tackle,Brick Break,,"2026-07-30 08:26","2026-07-30 08:26",12/26/2024,28.74kg,0.6m,0,0,0,1900,80.85%,785,96.46%,3800,129,Kommo-o,,0,46.84%,2178,95.64%,64400,183,Kommo-o,,0,57.17%,1755,93.11%,14200,14,Jangmo-o,,0,
956,Blitzle,,522,♂,438,78,13,14,11,84.4,18.0,18.0,Spark,Thunderbolt,,"2026-07-30 08:26","2026-07-30 08:26",12/27/2024,58.22kg,1.11m,0,0,0,2200,75.19%,1017,96.32%,20400,68,Zebstrika,,0,70.13%,1224,96.21%,322400,306,Zebstrika,,0,78.02%,901,94.26%,11900,10,Blitzle,,0,
957,Bidoof,,399,♂,299,84,15,12,10,82.2,15.0,15.0,Take Down,Crunch,,"2026-07-30 08:26","2026-07-30 08:26",12/26/2024,28.12kg,0.59m,0,0,0,1900,41.39%,2401,94.69%,91400,132,Bibarel,,0,96.75%,134,95.46%,496400,318,Bibarel,,0,28.86%,2914,89.74%,52400,48,Bidoof,,0,
958,Archen,,566,♂,1037,94,13,15,13,91.1,20.0,20.0,Wing Attack,Crunch,,"2026-07-30 08:26","2026-07-30 08:26",12/27/2024,13.67kg,0.65m,0,0,0,2500,50.96%,2009,94.94%,60500,54,Archen,,0,90.45%,392,97.38%,43000,88,Archeops,,0,,,,,,,,,
959,Oricorio,Pom-Pom,741,♀,2080,145,12,14,12,84.4,34.0,34.0,Pound,Hurricane,,"2026-07-30 08:25","2026-07-30 08:25",12/29/2024,3.99kg,0.63m,0,0,0,7000,,,,,,,,,92.14%,323,97.24%,280000,134,Oricorio,Pom-Pom,0,,,,,,,,,
960,Archen,,566,♂,1039,96,12,15,15,93.3,20.0,20.0,Wing Attack,Crunch,,"2026-07-30 08:25","2026-07-30 08:25",,4.85kg,0.39m,0,0,0,2500,60.05%,1637,95.36%,60500,54,Archen,,0,94.65%,220,97.79%,43000,88,Archeops,,0,,,,,,,,,
961,Archen,,566,♂,1039,96,12,15,15,93.3,20.0,20.0,,,,"2026-07-30 08:25","2026-07-30 08:25",,9kg,70.39m,0,0,0,2500,60.05%,1637,95.36%,60500,54,Archen,,0,94.65%,220,97.79%,43000,88,Archeops,,0,,,,,,,,,
962,Wurmple,,265,♀,134,58,6,3,11,44.4,10.0,10.0,Bug Bite,Struggle,,"2026-07-30 08:25","2026-07-30 08:25",12/31/2024,,0.33m,0,0,0,1000,47.50%,2151,95.07%,196000,260,Beautifly,,0,32.16%,2779,83.63%,510000,348,Beautifly,,0,72.60%,1123,94.60%,2000,64,Beautifly,,0,
963,Wurmple,,265,♀,140,58,4,3,4,24.4,11.0,11.0,,,,"2026-07-30 08:25","2026-07-30 08:25",12/31/2024,,,0,0,0,1000,37.92%,2543,94.63%,229000,304,Beautifly,,0,7.91%,3772,79.20%,508000,346,Beautifly,,0,52.14%,1961,90.82%,478000,284,Wurmple,,0,
964,Hoothoot,,163,♀,176,71,10,9,15,75.6,10.0,10.0,Feint Attack,Night Shade,,"2026-07-30 08:25","2026-07-30 08:25",12/31/2024,22.3kg,0.68m,0,0,0,1000,50.09%,2045,94.76%,82000,130,Noctowl,,0,88.77%,461,93.48%,510000,336,Noctowl,,0,41.64%,2391,90.19%,91000,88,Hoothoot,,0,
965,Oricorio,Pom-Pom,741,♂,581,78,11,13,15,86.7,9.0,9.0,Air Slash,Air Cutter,,"2026-07-30 08:25","2026-07-30 08:24",12/31/2024,2.71kg,0.45m,0,0,0,1000,85.98%,575,96.82%,54000,56,Oricorio,Pom-Pom,0,96.68%,137,97.98%,440000,288,Oricorio,Pom-Pom,0,,,,,,,,,
966,Swablu,,333,♀,466,84,15,13,14,93.3,20.0,20.0,Peck,Ice Beam,,"2026-07-30 08:24","2026-07-30 08:24",12/31/2024,1.8kg,0.5m,0,0,0,2500,14.70%,3494,92.43%,39000,434,Altaria,Normal,0,99.66%,15,98.47%,475000,648,Altaria,Normal,0,38.63%,2514,90.86%,8000,7,Swablu,,0,
967,Hoothoot,,163,♂,275,86,13,11,12,80.0,15.0,15.0,Feint Attack,Sky Attack,,"2026-07-30 08:24","2026-07-30 08:24",12/31/2024,14.12kg,0.64m,0,0,0,1900,29.82%,2875,93.65%,64400,108,Noctowl,,0,95.87%,170,95.48%,496400,318,Noctowl,,0,23.79%,3122,88.37%,68400,62,Hoothoot,,0,
968,Archen,,566,♂,1038,94,15,14,12,91.1,20.0,20.0,Quick Attack,Crunch,,"2026-07-30 08:24","2026-07-30 08:24",1/9/2025,12.81kg,0.58m,0,0,0,2500,31.21%,2818,94.02%,60500,54,Archen,,0,79.37%,846,96.65%,43000,88,Archeops,,0,,,,,,,,,
969,Swirlix,,684,♂,497,89,14,13,15,93.3,15.0,15.0,Tackle,Energy Ball,,"2026-07-30 08:24","2026-07-30 08:23",1/4/2025,3.05kg,0.41m,0,0,0,1900,63.71%,1487,95.34%,45400,92,Slurpuff,,0,99.58%,18,98.34%,496400,318,Slurpuff,,0,59.29%,1668,92.87%,0,0,Swirlix,,0,
970,Inkay,,686,♂,505,92,12,12,13,82.2,20.0,20.0,Psywave,Psybeam,,"2026-07-30 08:23","2026-07-30 08:23",1/18/2025,4.11kg,0.42m,0,0,0,2500,22.34%,3181,93.63%,14000,63,Malamar,Normal,0,87.96%,494,96.83%,389000,298,Malamar,Normal,0,,,,,,,,,
971,Wooper,Normal,194,♀,303,92,4,9,9,48.9,20.0,20.0,Mud Shot,Body Slam,,"2026-07-30 08:23","2026-07-30 08:23",1/18/2025,12.34kg,0.51m,0,0,0,2500,79.37%,846,96.34%,65000,108,Quagsire,,0,47.89%,2135,87.55%,475000,298,Quagsire,,0,75.16%,1018,93.57%,145000,140,Wooper,Normal,0,
972,Burmy,,412,♂,39,33,0,14,11,55.6,4.0,4.0,Tackle,Struggle,,"2026-07-30 08:23","2026-07-30 08:23",4/6/2025,2.82kg,0.2m,0,0,0,400,99.63%,16,99.25%,159400,206,Mothim,,0,73.75%,1076,89.35%,518400,348,Mothim,,0,99.56%,19,98.75%,9400,63,Mothim,,0,
973,Sableye,Normal,302,♀,596,76,10,11,11,71.1,15.0,15.0,Shadow Claw,Power Gem,,"2026-07-30 08:23","2026-07-30 08:23",4/7/2025,,,0,0,0,1900,80.66%,793,95.22%,384400,268,Sableye,Normal,0,88.11%,488,92.00%,496400,268,Sableye,Normal,0,,,,,,,,,
974,Munna,,517,♂,217,68,15,11,12,84.4,7.0,7.0,Zen Headbutt,Psybeam,,"2026-07-30 08:22","2026-07-30 08:22",4/7/2025,24.88kg,0.64m,0,0,0,800,50.43%,2031,95.03%,37700,92,Musharna,,0,18.17%,3352,94.27%,177200,224,Musharna,,0,29.06%,2906,90.59%,20700,26,Munna,,0,
975,Inkay,,686,♀,513,91,13,14,12,86.7,20.0,20.0,Tackle,Psybeam,,"2026-07-30 08:22","2026-07-30 08:22",4/15/2025,,,0,0,0,2500,54.07%,1882,95.19%,14000,63,Malamar,Normal,0,79.12%,856,96.14%,363000,298,Malamar,Normal,0,,,,,,,,,
976,Inkay,,686,♀,499,91,10,10,10,66.7,20.5,20.5,,,,"2026-07-30 08:22","2026-07-30 08:22",4/15/2025,,,0,0,0,2500,22.30%,3183,93.63%,14500,64,Malamar,Normal,0,75.21%,1016,95.90%,428500,296,Malamar,Normal,0,57.22%,1753,92.70%,0,0,Inkay,,0,
977,Typhlosion,Normal,157,♂,1232,102,15,15,13,95.6,15.0,15.0,Ember,Overheat,,"2026-07-30 08:21","2026-07-30 08:21",1/22/2023,66.42kg,1.64m,0,0,0,1900,40.17%,2451,94.31%,12000,12,Typhlosion,Normal,0,48.47%,2111,95.82%,101400,90,Typhlosion,Normal,0,,,,,,,,,
978,Quilava,,156,♂,704,84,15,15,13,95.6,15.0,15.0,Ember,Dig,,"2026-07-30 08:21","2026-07-30 08:21",1/22/2023,,,0,0,0,1900,40.56%,2435,94.61%,137400,126,Quilava,,0,48.47%,2111,95.82%,101400,190,Typhlosion,Normal,0,,,,,,,,,
979,Cyndaquil,,155,♂,417,67,15,15,13,95.6,15.0,15.0,Tackle,,,"2026-07-30 08:20","2026-07-30 08:19",1/22/2023,6.6kg,0.49m,0,0,0,1900,40.56%,2435,94.61%,137400,151,Quilava,,0,48.47%,2111,95.82%,101400,215,Typhlosion,Normal,0,76.00%,984,94.08%,12000,12,Cyndaquil,,0,
980,Cyndaquil,,155,♀,202,44,12,14,0,57.8,8.0,8.0,,,,"2026-07-30 08:20","2026-07-30 08:20",7/22/2026,33.13kg,0.82m,0,0,0,800,39.66%,2472,94.28%,33600,163,Typhlosion,Normal,0,20.10%,3273,94.71%,154600,273,Typhlosion,Normal,0,46.54%,2190,91.99%,36100,40,Cyndaquil,,0,
981,Cyndaquil,,155,♀,175,44,2,2,0,8.9,8.0,8.0,,,,"2026-07-30 08:20","2026-07-30 08:20",,,,0,0,0,800,45.20%,2245,94.52%,41100,169,Typhlosion,Normal,0,39.56%,2476,95.50%,243600,385,Typhlosion,Normal,0,70.38%,1214,93.99%,9500,37,Quilava,,0,
982,Cyndaquil,,155,♀,202,44,,,,56.0,8.0,8.0,Ember,,,"2026-07-30 08:20","2026-07-30 08:20",,12.25kg,0.82m,0,0,0,800,24.45%,2383,94.38%,33600,163,Typhlosion,Normal,0,14.90%,3013,95.00%,161600,281,Typhlosion,Normal,0,34.76%,1301,93.46%,36100,40,Cyndaquil,,0,
983,Lampent,,608,♂,961,101,13,14,15,93.3,20.0,20.0,Astonish,Energy Ball,,"2026-07-30 08:19","2026-07-30 08:19",8/26/2022,,,0,0,0,2500,60.34%,1625,95.85%,97000,86,Lampent,,0,95.48%,186,97.95%,47000,142,Chandelure,,0,,,,,,,,,
984,Litwick,,607,♂,563,90,13,14,15,93.3,20.0,20.0,Ember,Heat Wave,,"2026-07-30 08:18","2022-10-14 10:16",8/26/2022,2.79kg,0.28m,0,0,0,2500,60.34%,1625,95.85%,97000,111,Lampent,,0,95.48%,186,97.95%,47000,167,Chandelure,,0,,,,,,,,,
985,Monferno,,391,♂,807,99,15,15,14,97.8,18.0,18.0,Ember,,,"2026-07-30 08:18","2026-07-30 08:18",1/22/2022,22.14kg,0.88m,0,0,0,2200,79.22%,852,96.19%,6900,106,Infernape,,0,57.58%,1738,96.19%,146400,238,Infernape,,0,,,,,,,,,
986,Chimchar,,390,♂,490,79,15,15,14,97.8,18.0,18.0,Scratch,Flamethrower,,"2026-07-30 08:18","2022-05-17 20:15",,6.24kg,0.49m,0,0,0,2200,79.22%,852,96.19%,6900,131,Infernape,,0,57.58%,1738,96.19%,146400,263,Infernape,,0,26.98%,2991,90.99%,0,0,Chimchar,,0,
987,Monferno,,391,♂,656,88,15,12,10,82.2,15.0,15.0,Ember,Flame Wheel,,"2026-07-30 08:17","2021-10-21 08:12",10/9/2021,21.94kg,0.86m,0,0,0,1900,76.61%,959,96.04%,21400,120,Infernape,,0,35.19%,2655,95.34%,182400,280,Infernape,,0,,,,,,,,,
988,Chimchar,,390,♂,207,53,14,9,15,84.4,8.0,8.0,Ember,,,"2026-07-30 08:17","2026-07-30 08:17",2/7/2023,6.81kg,0.51m,0,0,0,800,81.47%,760,96.32%,38600,167,Infernape,,0,45.01%,2253,95.71%,199600,327,Infernape,,0,56.14%,1797,93.04%,33600,38,Chimchar,,0,
989,Chimchar,,390,♂,466,80,9,14,15,84.4,18.0,18.0,,,,"2026-07-30 08:17","2026-07-30 08:17",1/1/2023,,,0,0,0,2200,92.43%,311,97.23%,9400,133,Infernape,,0,93.09%,284,97.98%,178400,303,Infernape,,0,70.92%,1192,94.08%,4400,4,Chimchar,,0,
990,Chimchar,,390,♂,478,80,7,7,7,46.7,20.0,20.0,,,,"2026-07-30 08:17","2026-07-30 08:17",1/1/2023,,,0,0,0,2200,61.27%,1587,95.27%,5000,129,Infernape,,0,49.47%,2070,95.87%,235000,373,Infernape,,0,36.95%,2583,91.72%,2500,2,Chimchar,,0,
991,Chimchar,,390,♂,478,80,3,3,3,20.0,21.5,21.5,,,,"2026-07-30 08:17","2026-07-30 08:17",1/1/2023,,,0,0,0,2200,67.72%,1323,95.58%,3000,128,Infernape,,0,50.50%,2028,95.91%,305000,366,Infernape,,0,73.48%,1087,94.28%,6000,6,Chimchar,,0,
992,Chimchar,,390,♂,533,83,15,12,12,86.7,20.0,20.0,Scratch,Flame Charge,,"2026-07-30 08:16","2026-07-30 08:16",7/18/2026,5.37kg,0.51m,0,0,0,2500,42.15%,2370,94.37%,187000,219,Monferno,,0,33.04%,2743,95.27%,153000,275,Infernape,,0,,,,,,,,,
993,Chimchar,,390,♂,513,83,2,2,2,13.3,23.5,23.5,,,,"2026-07-30 08:16","2026-07-30 08:16",,,,0,0,0,2500,40.39%,2442,94.27%,454500,254,Monferno,,0,37.83%,2547,95.45%,304500,354,Infernape,,0,,,,,,,,,
994,Braixen,,654,♂,1538,123,14,9,15,84.4,31.0,31.0,Scratch,Flame Charge,,"2026-07-30 08:16","2023-03-07 17:38",1/3/2022,31.02kg,1.4m,0,0,0,6000,,,,,,,,,97.17%,117,95.35%,390000,174,Braixen,,0,,,,,,,,,
995,Houndoom,Normal,229,♂,900,90,15,14,15,97.8,12.0,12.0,,,,"2026-07-30 08:16","2026-07-30 08:16",,15.42kg,1.07m,0,0,0,1300,17.39%,3384,93.33%,27900,30,Houndoom,Normal,0,57.51%,1741,96.26%,191400,192,Houndoom,Normal,0,,,,,,,,,
996,Houndour,,228,♀,835,92,14,15,13,93.3,24.0,24.0,,,,"2026-07-30 08:16","2026-07-30 08:16",9/9/2023,16.29kg,0.71m,0,0,0,3500,99.68%,14,97.74%,451000,226,Houndour,,0,65.15%,1428,96.54%,145000,198,Houndoom,Normal,0,,,,,,,,,
997,Houndour,,228,♂,987,99,14,12,11,82.2,29.0,29.0,,,,"2026-07-30 08:15","2026-07-30 08:15",9/14/2023,3.31kg,70.56m,0,0,0,5000,95.36%,191,93.15%,410000,190,Houndour,,0,53.82%,1892,96.13%,122000,186,Houndoom,Normal,0,,,,,,,,,
998,Houndour,,228,♂,987,99,,,,82.2,29.0,29.0,,,,"2026-07-30 08:15","2026-07-30 08:15",,10.78kg,0.56m,0,0,0,5000,95.81%,126,94.11%,410000,190,Houndour,,0,51.65%,1469,96.50%,122000,186,Houndoom,Normal,0,,,,,,,,,
999,Litleo,,667,♂,594,88,13,12,14,86.7,15.0,15.0,,,,"2026-07-30 08:15","2026-07-30 08:15",2/15/2023,5kg,70.62m,0,0,0,1900,88.91%,455,96.17%,384400,268,Litleo,,0,71.75%,1158,96.80%,151400,192,Pyroar,,0,,,,,,,,,
1000,Litleo,,667,♂,594,89,4,4,4,26.7,17.0,17.0,,,,"2026-07-30 08:15","2026-07-30 08:15",2/15/2023,,,0,0,0,1900,53.97%,1886,95.00%,18800,66,Pyroar,,0,50.96%,2009,96.01%,248800,310,Pyroar,,0,,,,,,,,,
1001,Litleo,,667,♀,791,103,13,11,15,86.7,20.0,20.0,Tackle,Crunch,,"2026-07-30 08:15","2026-07-30 08:15",12/25/2024,24.48kg,0.77m,0,0,0,2500,81.86%,744,95.40%,363000,248,Litleo,,0,71.55%,1166,96.80%,130000,172,Pyroar,,0,,,,,,,,,
1002,Litten,,725,♀,567,84,14,10,13,82.2,20.0,20.0,,,,"2026-07-30 08:15","2026-07-30 08:15",5/26/2023,,0.41m,0,0,0,2500,25.79%,3040,93.72%,109000,123,Torracat,,0,16.48%,3421,94.51%,70000,187,Incineroar,,0,,,,,,,,,
1003,Litten,,725,♂,568,84,11,14,13,84.4,20.0,20.0,Ember,,,"2026-07-30 08:15","2026-07-30 08:15",5/4/2023,2.08kg,0.39m,0,0,0,2500,62.15%,1551,95.49%,109000,123,Torracat,,0,33.75%,2714,95.29%,70000,187,Incineroar,,0,,,,,,,,,
1004,Litten,,725,♂,561,84,1,1,1,6.7,24.0,24.0,,,,"2026-07-30 08:15","2026-07-30 08:15",,,,0,0,0,2500,41.37%,2402,94.49%,289000,251,Torracat,,0,55.85%,1809,96.14%,137000,263,Incineroar,,0,,,,,,,,,
1005,Litten,,725,♂,571,83,12,15,11,84.4,20.0,20.0,,,,"2026-07-30 08:15","2026-07-30 08:15",4/19/2023,5953kg,0.49m,0,0,0,2500,74.14%,1060,96.08%,109000,123,Torracat,,0,28.21%,2941,95.06%,70000,187,Incineroar,,0,,,,,,,,,
1006,Litten,,725,♂,571,83,,,,84.4,20.0,20.0,Ember,,,"2026-07-30 08:15","2026-07-30 08:15",,6.51kg,0.49m,0,0,0,2500,70.33%,1060,96.08%,109000,123,Torracat,,0,28.11%,2941,95.06%,70000,187,Incineroar,,0,,,,,,,,,
1007,Litwick,,607,♀,414,78,,,,60.8,15.0,16.5,Ember,,,"2026-07-30 08:14","2026-07-30 08:14",,1.34kg,0.27m,0,0,0,1900,51.67%,134,97.43%,3800,129,Chandelure,,0,45.41%,122,98.20%,78100,195,Chandelure,,0,44.38%,550,95.18%,13200,12,Litwick,,0,
1008,Litwick,,607,♀,414,78,12,12,14,84.4,15.0,15.0,Ember,Heat Wave,,"2026-07-30 08:14","2026-07-30 08:14",10/21/2023,1.84kg,0.27m,0,0,0,1900,49.65%,2063,95.36%,130400,143,Lampent,,0,58.24%,1711,95.79%,68400,187,Chandelure,,0,60.39%,1623,92.97%,12000,12,Litwick,,0,
1009,Scorbunny,,813,♂,976,110,14,15,9,84.4,34.0,34.0,,,,"2026-07-30 08:14","2026-07-30 08:14",7/26/2026,997kg,0.31m,0,0,0,7000,98.22%,74,95.41%,352000,134,Scorbunny,,0,97.95%,85,96.12%,352000,159,Raboot,,0,,,,,,,,,
1010,Scorbunny,,813,♂,976,110,14,15,9,84.4,34.0,34.0,Fire Spin,,,"2026-07-30 08:14","2026-07-30 08:14",,3.99kg,0.31m,0,0,0,7000,98.22%,74,95.41%,352000,134,Scorbunny,,0,97.95%,85,96.12%,352000,159,Raboot,,0,,,,,,,,,
1011,Slugma,,218,♂,193,50,13,11,14,84.4,8.0,8.0,,,,"2026-07-30 08:14","2026-07-30 08:14",4/1/2023,,,0,0,0,800,43.05%,2333,94.44%,147600,190,Magcargo,,0,97.46%,105,96.02%,513600,340,Magcargo,,0,77.80%,910,94.51%,4600,55,Magcargo,,0,
1012,Slugma,,218,♀,613,86,12,15,10,82.2,25.0,25.0,Ember,,,"2026-07-30 08:14","2026-07-30 08:14",1/19/2023,27.73kg,0.7m,0,0,0,4000,62.71%,1528,95.48%,92000,136,Magcargo,,0,95.46%,187,94.96%,444000,270,Magcargo,,0,,,,,,,,,
1013,Slugma,,218,♂,781,102,9,15,15,86.7,34.0,34.0,Ember,,,"2026-07-30 08:14","2026-07-30 08:14",1/20/2023,55.23kg,0.88m,0,0,0,7000,73.97%,1067,96.11%,0,50,Magcargo,,0,97.58%,100,96.10%,352000,184,Magcargo,,0,,,,,,,,,
1014,Arcanine,Normal,59,♂,3000,175,14,13,15,93.3,40.0,40.0,Thunder Fang,Fire Blast,,"2026-07-30 08:13","2023-02-25 18:44",9/12/2021,106.48kg,1.76m,0,0,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Arcanine,Normal,59,♀,1295,114,15,14,15,97.8,15.0,15.0,Thunder Fang,Psychic Fangs,,"2026-07-30 08:12","2026-07-30 08:12",9/10/2023,232.4kg,2.27m,0,0,0,15000,30.82%,2834,94.11%,7600,8,Arcanine,Normal,0,17.19%,3392,94.67%,81900,74,Arcanine,Normal,0,,,,,,,,,
1016,Growlithe,Normal,58,♀,530,83,15,14,15,97.8,15.0,15.0,Ember,Flame Wheel,,"2026-07-30 08:12","2026-07-23 01:19",9/10/2023,28.49kg,0.84m,0,0,0,1900,30.82%,2834,94.11%,7600,58,Arcanine,Normal,0,17.19%,3392,94.67%,81900,124,Arcanine,Normal,0,,,,,,,,,
1017,Camerupt,Normal,323,♀,1107,105,14,11,15,88.9,18.0,18.0,,,,"2026-07-30 08:11","2022-04-07 18:01",,295.67kg,2.36m,0,0,0,2200,32.65%,2759,93.91%,33400,30,Camerupt,Normal,0,98.73%,53,96.89%,484400,256,Camerupt,Normal,0,,,,,,,,,
1018,Sizzlipede,,850,♀,666,96,14,11,13,84.4,23.0,23.0,Ember,Bug Buzz,,"2026-07-30 08:11","2026-07-30 05:57",7/23/2026,0.86kg,0.64m,0,0,0,3500,97.48%,104,94.72%,458000,232,Sizzlipede,,0,13.77%,3532,94.25%,53000,96,Centiskorch,,0,,,,,,,,,
1019,Blaziken,Normal,257,♂,1600,120,14,14,11,86.7,20.0,20.0,Counter,Brave Bird,,"2026-07-30 08:10","2026-07-30 08:10",6/27/2023,73.51kg,2.31m,0,0,0,2500,,,,,,,,,75.41%,1008,96.82%,103000,92,Blaziken,Normal,0,,,,,,,,,
1020,Torchic,,255,♀,233,53,8,15,14,82.2,8.0,8.0,,,,"2026-07-30 08:10","2026-07-30 08:10",6/2/2023,2.63kg,0.37m,0,0,0,800,97.97%,84,98.60%,33600,163,Blaziken,Normal,0,82.88%,702,97.18%,147600,265,Blaziken,Normal,0,93.48%,268,95.85%,5600,31,Combusken,,0,
1021,Torchic,,255,♂,548,81,12,14,15,91.1,18.0,18.0,,,,"2026-07-30 08:10","2026-07-30 08:10",7/1/2023,1.43kg,0.33m,0,0,0,2200,69.89%,1234,96.10%,2200,127,Blaziken,Normal,0,69.43%,1253,96.56%,106400,219,Blaziken,Normal,0,,,,,,,,,
1022,Torchic,,255,♂,563,81,10,10,10,66.7,19.5,19.5,,,,"2026-07-30 08:10","2026-07-30 08:10",7/1/2023,,,0,0,0,2200,60.51%,1618,95.39%,180500,209,Combusken,,0,66.47%,1374,96.44%,132500,249,Blaziken,Normal,0,,,,,,,,,
1023,Turtonator,,776,♀,1216,100,,,,70.2,20.0,20.0,,Flash Cannon,,"2026-07-30 08:10","2026-07-30 08:10",,179.83kg,1.74m,0,0,0,2500,52.70%,1029,96.04%,27500,25,Turtonator,,0,89.63%,217,95.82%,475000,248,Turtonator,,0,,,,,,,,,
1024,Vulpix,Alola,37,♀,360,67,10,15,14,86.7,15.0,15.0,Powder Snow,Dark Pulse,,"2026-07-30 08:09","2026-07-30 08:09",7/27/2026,10.69kg,0.64m,0,0,0,1900,46.54%,2190,94.77%,38400,86,Ninetales,Alola,0,99.05%,40,98.65%,452400,318,Ninetales,Alola,0,56.12%,1798,92.48%,23900,22,Vulpix,Alola,0,
1025,Ninetales,Normal,38,♀,1902,138,12,14,12,84.4,30.0,30.0,Feint Attack,Psyshock,,"2026-07-30 08:09","2026-07-30 08:09",10/19/2022,16.3kg,1.02m,0,0,0,5000,,,,,,,,,98.97%,43,98.71%,385000,182,Ninetales,Normal,0,,,,,,,,,
1026,Charmander,,4,♂,204,46,15,7,5,60.0,8.0,8.0,Scratch,Frustration,,"2026-07-30 07:51","2026-07-30 07:50",7/29/2026,9.98kg,0.64m,0,1,0,961,43.86%,2300,94.46%,40330,185,Charizard,Normal,1,16.12%,3436,94.51%,67800,179,Charizard,Normal,2,19.17%,3311,90.32%,6722,37,Charmeleon,,1,
1027,Charmander,,4,♂,571,80,13,13,14,88.9,21.0,21.0,Ember,Flame Burst,,"2026-07-30 07:50","2026-07-30 07:50",7/28/2026,9.39kg,0.63m,0,0,0,3000,51.75%,1977,95.16%,125000,143,Charmeleon,,0,75.70%,996,96.86%,86000,201,Charizard,Normal,0,,,,,,,,,
1028,Fidough,,926,♂,351,61,4,3,5,26.7,15.0,15.0,Charm,Play Rough,,"2026-07-30 07:50","2026-07-30 07:50",7/28/2026,7.46kg,0.23m,0,0,0,1900,36.61%,2597,93.66%,77400,120,Dachsbun,,0,11.58%,3622,83.54%,496400,318,Dachsbun,,0,36.75%,2591,91.20%,26400,24,Fidough,,0,
1029,Magikarp,,129,♂,41,35,3,5,9,37.8,8.0,8.0,,,,"2026-07-30 07:50","2026-07-30 07:50",7/28/2026,7.76kg,0.71m,0,1,0,961,45.10%,2249,94.39%,27490,445,Gyarados,Normal,1,85.15%,609,96.83%,19450,379,Gyarados,Normal,2,41.78%,2385,67.71%,400600,211,Magikarp,,2,
1030,Magikarp,,129,♂,41,34,1,1,1,6.7,9.0,9.0,,,,"2026-07-30 07:50","2026-07-30 07:50",,,,0,1,0,961,83.66%,670,96.40%,30488,447,Gyarados,Normal,1,58.49%,1701,95.62%,27550,387,Gyarados,Normal,2,6.57%,3827,55.62%,400600,211,Magikarp,,2,
1031,Rookidee,,821,♂,351,78,5,12,13,66.7,21.0,21.0,Air Slash,Payback,,"2026-07-30 07:50","2026-07-30 07:50",7/29/2026,2.51kg,0.23m,0,0,0,3000,68.01%,1311,95.61%,9000,134,Corviknight,,0,95.09%,202,98.22%,384000,369,Corviknight,,0,77.31%,930,93.65%,65000,58,Rookidee,,0,
1032,Growlithe,Normal,58,♀,903,106,14,15,10,86.7,26.0,26.0,Bite,Flamethrower,,"2026-07-30 07:49","2026-07-30 07:49",7/30/2026,16.68kg,0.62m,0,0,0,4000,99.02%,41,96.39%,436000,214,Growlithe,Normal,0,29.84%,2874,95.24%,26000,74,Arcanine,Normal,0,,,,,,,,,
1033,Magikarp,,129,♀,47,33,7,15,3,55.6,8.0,8.0,Splash,Frustration,,"2026-07-30 07:49","2026-07-30 07:49",7/29/2026,13.86kg,1.1m,0,1,0,961,35.09%,2659,93.91%,25210,442,Gyarados,Normal,1,85.67%,588,96.85%,15400,375,Gyarados,Normal,2,71.87%,1153,77.11%,400600,211,Magikarp,,2,
1034,Snubbull,,209,♂,263,61,12,12,8,71.1,8.0,8.0,Tackle,Frustration,,"2026-07-30 07:49","2026-07-30 07:49",7/30/2026,7.72kg,0.58m,0,1,0,961,20.78%,3245,93.10%,52330,122,Granbull,,1,55.85%,1809,95.84%,353538,428,Granbull,,1,10.84%,3652,89.81%,18729,33,Snubbull,,1,
